"Agency Name","Report Number","Report Date","Log Date","Crime Type","Crime Start","Crime End","Disposition","Building","Address","Latitude","Longitude"
"UFPD","200996","2020-10-20 12:08:00","2020-10-21","Larceny/Bicycle","","","Pending","Broward Hall","680 Broward Dr","29.64654835","-82.34208197"
"UFPD","200996","2020-10-20 12:08:00","2020-11-04","Larceny/Bicycle","","","*All Leads Exhausted","Broward Hall","680 Broward Dr","29.64654835","-82.34208197"
"UFPD","200991","2020-10-19 19:33:00","2020-12-07","Larceny/Bicycle","","","*All Leads Exhausted","Hume West Residence","2165 Museum Rd","29.644519000000003","-82.35348531"
"UFPD","200991","2020-10-19 19:33:00","2020-10-20","Larceny/Bicycle","","","Pending","Hume West Residence","2165 Museum Rd","29.644519000000003","-82.35348531"
"UFPD","200976","2020-10-15 19:05:00","2020-10-16","Larceny/Bicycle","","","Pending","","1692 McCarty Dr","29.6469413","-82.34558934"
"UFPD","200976","2020-10-15 19:05:00","2020-12-02","Larceny/Bicycle","","","*All Leads Exhausted","","1692 McCarty Dr","29.6469413","-82.34558934"
"UFPD","200975","2020-10-15 16:40:00","2020-10-16","Larceny/Bicycle","","","Pending","","1387 Museum Rd","29.64437545","-82.3405974"
"UFPD","200969","2020-10-13 15:18:00","2020-10-14","Larceny/Bicycle","","","Pending","","759 Newell Dr","29.645350649999997","-82.34298018"
"UFPD","200969","2020-10-13 15:18:00","2020-10-22","Larceny/Bicycle","","","*All Leads Exhausted","","759 Newell Dr","29.645350649999997","-82.34298018"
"UFPD","200968","2020-10-13 13:10:00","2020-10-14","Larceny/Bicycle","","","Pending","","1545 W University Ave","29.651342800000002","-82.34290995"
"UFPD","200968","2020-10-13 13:10:00","2020-10-22","Larceny/Bicycle","","","*All Leads Exhausted","","1545 W University Ave","29.651342800000002","-82.34290995"
"UFPD","200961","2020-10-12 10:52:00","2020-10-13","Larceny/Bicycle","","","Pending","","831 W Panhellenic Dr","29.643871349999998","-82.33812538"
"UFPD","200949","2020-10-08 16:40:00","2020-10-09","Larceny/Bicycle","","","Pending","","191 Fletcher Dr","29.65076745","-82.34550452"
"UFPD","200943","2020-10-07 13:35:00","2020-10-08","Larceny/Bicycle","","","Pending","","2033 Mowry Rd","29.63802975","-82.35161174"
"UFPD","200943","2020-10-07 13:35:00","2020-12-04","Larceny/Bicycle","","","*All Leads Exhausted","","2033 Mowry Rd","29.63802975","-82.35161174"
"UFPD","200939","2020-10-06 16:06:00","2020-10-07","Larceny/Bicycle","","","Pending","","110 Fletcher Dr","29.65119565","-82.34657126"
"UFPD","200938","2020-10-06 14:33:00","2020-10-07","Larceny/Bicycle","","","Pending","","2033 Mowry Rd","29.63802975","-82.35161174"
"UFPD","200938","2020-10-06 14:33:00","2020-10-23","Larceny/Bicycle","","","*All Leads Exhausted","","2033 Mowry Rd","29.63802975","-82.35161174"
"UFPD","200934","2020-10-05 20:27:00","2020-10-06","Larceny/Bicycle","","","Pending","","1535 Gale Lemerand Dr","29.6377348","-82.34964109"
"UFPD","200934","2020-10-05 20:27:00","2020-10-26","Larceny/Bicycle","","","*All Leads Exhausted","","1535 Gale Lemerand Dr","29.6377348","-82.34964109"
"UFPD","200915","2020-10-02 22:58:00","2020-10-05","Larceny/Bicycle","","","Pending","","2129 Museum Rd","29.64455065","-82.3524818"
"UFPD","200915","2020-10-02 22:58:00","2020-10-07","Larceny/Bicycle","","","*All Leads Exhausted","","2129 Museum Rd","29.64455065","-82.3524818"
"UFPD","200900","2020-10-01 08:40:00","2020-10-05","Larceny/Bicycle","","","Pending","","1365 Museum Rd","29.64420485","-82.34024525"
"UFPD","200900","2020-10-01 08:40:00","2020-10-26","Larceny/Bicycle","","","*All Leads Exhausted","","1365 Museum Rd","29.64420485","-82.34024525"
"UFPD","200894","2020-09-29 18:04:00","2020-09-30","Larceny/Bicycle","","","Pending","","1310 Museum Rd","29.645972049999997","-82.33975907"
"UFPD","200894","2020-09-29 18:04:00","2020-10-13","Larceny/Bicycle","","","*All Leads Exhausted","","1310 Museum Rd","29.645972049999997","-82.33975907"
"UFPD","200889","2020-09-28 14:50:00","2020-09-29","Larceny/Bicycle","","","Pending","UF Police Department","1515 Museum Rd","29.6444026","-82.34221034"
"UFPD","200889","2020-09-28 14:50:00","2020-10-27","Larceny/Bicycle","","","*All Leads Exhausted","UF Police Department","1515 Museum Rd","29.6444026","-82.34221034"
"UFPD","200888","2020-09-28 12:04:00","2020-09-29","Larceny/Bicycle","","","Pending","","651 Newell Dr","29.64623255","-82.34292308"
"UFPD","200888","2020-09-28 12:04:00","2020-10-26","Larceny/Bicycle","","","*All Leads Exhausted","","651 Newell Dr","29.64623255","-82.34292308"
"UFPD","200885","2020-09-27 17:57:00","2020-09-28","Larceny/Bicycle","","","Pending","","1417 Museum Rd","29.644733897406482","-82.34077325"
"UFPD","200885","2020-09-27 17:57:00","2020-11-03","Larceny/Bicycle","","","*All Leads Exhausted","","1417 Museum Rd","29.644733897406482","-82.34077325"
"UFPD","200875","2020-09-25 18:14:00","2020-09-28","Larceny/Bicycle","","","Pending","","1316 Museum Rd","29.64656865","-82.33976288"
"UFPD","200868","2020-09-24 13:30:00","2020-09-25","Larceny/Bicycle","","","Pending","","1417 Museum Rd","29.644733897406482","-82.34077325"
"UFPD","200868","2020-09-24 13:30:00","2020-10-14","Larceny/Bicycle","","","*All Leads Exhausted","","1417 Museum Rd","29.644733897406482","-82.34077325"
"UFPD","200862","2020-09-22 10:32:00","2020-09-23","Larceny/Bicycle","","","Pending","","528 Gale Lemerand Dr","29.64731295","-82.35021458"
"UFPD","200862","2020-09-22 10:32:00","2020-10-29","Larceny/Bicycle","","","*All Leads Exhausted","","528 Gale Lemerand Dr","29.64731295","-82.35021458"
"UFPD","200859","2020-09-21 12:07:00","2020-09-22","Larceny/Bicycle","","","Pending","UF Police Department","1515 Museum Rd","29.6444026","-82.34221034"
"UFPD","200857","2020-09-20 20:05:00","2020-09-21","Larceny/Bicycle","","","Pending","","133 Fletcher Dr","29.6512903","-82.34600255"
"UFPD","200857","2020-09-20 20:05:00","2020-09-23","Larceny/Bicycle","","","*All Leads Exhausted","","133 Fletcher Dr","29.6512903","-82.34600255"
"UFPD","200840","2020-09-16 19:56:00","2020-09-17","Larceny/Bicycle","","","Pending","Broward Hall","680 Broward Dr","29.64654835","-82.34208197"
"UFPD","200840","2020-09-16 19:56:00","2020-10-26","Larceny/Bicycle","","","*All Leads Exhausted","Broward Hall","680 Broward Dr","29.64654835","-82.34208197"
"UFPD","200832","2020-09-15 16:55:00","2020-09-16","Larceny/Bicycle","","","Pending","Springs Residential Complex","406 Fraternity Dr","29.6491027","-82.35677742"
"UFPD","200832","2020-09-15 16:55:00","2020-10-12","Larceny/Bicycle","","","*All Leads Exhausted","Springs Residential Complex","406 Fraternity Dr","29.6491027","-82.35677742"
"UFPD","200831","2020-09-15 13:38:00","2020-09-16","Larceny/Bicycle","","","Pending","Springs Residential Complex","402 Fraternity Dr","29.64885225","-82.35617674"
"UFPD","200831","2020-09-15 13:38:00","2020-10-26","Larceny/Bicycle","","","*All Leads Exhausted","Springs Residential Complex","402 Fraternity Dr","29.64885225","-82.35617674"
"UFPD","200828","2020-09-14 16:05:00","2020-09-15","Larceny/Bicycle","","","Pending","","1407 Museum Rd","29.6440989","-82.34076885"
"UFPD","200828","2020-09-14 16:05:00","2020-10-23","Larceny/Bicycle","","","*All Leads Exhausted","","1407 Museum Rd","29.6440989","-82.34076885"
"UFPD","200826","2020-09-14 11:09:00","2020-09-15","Larceny/Bicycle","","","Pending","","54 Buckman Dr","29.65141835","-82.34569336"
"UFPD","200826","2020-09-14 11:09:00","2020-10-22","Larceny/Bicycle","","","*All Leads Exhausted","","54 Buckman Dr","29.65141835","-82.34569336"
"UFPD","200824","2020-09-14 09:22:00","2020-09-15","Larceny/Bicycle","","","Pending","Broward Hall","680 Broward Dr","29.64654835","-82.34208197"
"UFPD","200824","2020-09-14 09:22:00","2020-09-17","Larceny/Bicycle","","","*Sworn Complaint","Broward Hall","680 Broward Dr","29.64654835","-82.34208197"
"UFPD","200822","2020-09-13 20:05:00","2020-09-14","Larceny/Bicycle","","","Pending","Diamond Village","1436 Diamond Rd","29.642238300000002","-82.3411115"
"UFPD","200822","2020-09-13 20:05:00","2020-10-26","Larceny/Bicycle","","","*All Leads Exhausted","Diamond Village","1436 Diamond Rd","29.642238300000002","-82.3411115"
"UFPD","200821","2020-09-13 15:35:00","2020-09-14","Larceny/Bicycle","","","Pending","UF Police Department","1515 Museum Rd","29.6444026","-82.34221034"
"UFPD","200821","2020-09-13 15:35:00","2020-11-03","Larceny/Bicycle","","","*All Leads Exhausted","UF Police Department","1515 Museum Rd","29.6444026","-82.34221034"
"UFPD","200820","2020-09-13 08:49:00","2020-09-14","Larceny/Bicycle","","","Pending","Jennings Hall","1509 Museum Rd","29.6443588","-82.3417443"
"UFPD","200820","2020-09-13 08:49:00","2020-10-27","Larceny/Bicycle","","","*All Leads Exhausted","Jennings Hall","1509 Museum Rd","29.6443588","-82.3417443"
"UFPD","200813","2020-09-11 14:54:00","2020-09-14","Larceny/Bicycle","","","Pending","","2943 Radio Rd","29.6413371","-82.36606129"
"UFPD","200813","2020-09-11 14:54:00","2020-10-26","Larceny/Bicycle","","","*All Leads Exhausted","","2943 Radio Rd","29.6413371","-82.36606129"
"UFPD","200812","2020-09-11 13:18:00","2020-09-14","Larceny/Bicycle","","","Pending","","3041 Radio Rd","29.64113035","-82.36683135"
"UFPD","200812","2020-09-11 13:18:00","2020-10-26","Larceny/Bicycle","","","*All Leads Exhausted","","3041 Radio Rd","29.64113035","-82.36683135"
"UFPD","200811","2020-09-10 16:54:00","2020-09-11","Larceny/Bicycle","","","Pending","","1407 Museum Rd","29.6440989","-82.34076885"
"UFPD","200811","2020-09-10 16:54:00","2020-10-14","Larceny/Bicycle","","","*All Leads Exhausted","","1407 Museum Rd","29.6440989","-82.34076885"
"UFPD","200790","2020-09-04 18:30:00","2020-09-08","Larceny/Bicycle","","","Pending","","1104 Newell Dr","29.64205115","-82.34449"
"UFPD","200790","2020-09-04 18:30:00","2020-10-27","Larceny/Bicycle","","","*All Leads Exhausted","","1104 Newell Dr","29.64205115","-82.34449"
"UFPD","200785","2020-09-02 20:15:00","2020-09-03","Larceny/Bicycle","","","Pending","","1358 Museum Rd","29.644944653061224","-82.33969949"
"UFPD","200785","2020-09-02 20:15:00","2020-09-14","Larceny/Bicycle","","","*All Leads Exhausted","","1358 Museum Rd","29.644944653061224","-82.33969949"
"UFPD","200784","2020-09-02 18:47:00","2020-09-03","Larceny/Bicycle","","","Pending","","1659 Museum Rd","29.6439385","-82.3438152"
"UFPD","200784","2020-09-02 18:47:00","2020-09-28","Larceny/Bicycle","","","*All Leads Exhausted","","1659 Museum Rd","29.6439385","-82.3438152"
"UFPD","200779","2020-09-01 21:02:00","2020-09-02","Larceny/Bicycle","","","Pending","Broward Hall","680 Broward Dr","29.64654835","-82.34208197"
"UFPD","200779","2020-09-01 21:02:00","2020-10-27","Larceny/Bicycle","","","*All Leads Exhausted","Broward Hall","680 Broward Dr","29.64654835","-82.34208197"
"UFPD","200754","2020-08-24 15:46:00","2020-08-25","Larceny/Bicycle","","","Pending","","966 Gale Lemerand Dr","29.6428681","-82.3508622"
"UFPD","200745","2020-08-22 12:05:00","2020-08-24","Larceny/Bicycle","","","Pending","UF Police Department","1555 Museum Rd","29.6449293","-82.3605154"
"UFPD","200745","2020-08-22 12:05:00","2020-09-25","Larceny/Bicycle","","","*Sworn Complaint","UF Police Department","1555 Museum Rd","29.6449293","-82.3605154"
"UFPD","200734","2020-08-19 09:53:00","2020-08-20","Larceny/Bicycle","","","Pending","Keys Building","2189 Stadium Rd","29.6480685","-82.35346552"
"UFPD","200717","2020-08-12 12:07:00","2020-08-13","Larceny/Bicycle","","","Pending","","1843 Stadium Rd","29.64800035","-82.34668017"
"UFPD","200717","2020-08-12 12:07:00","2020-09-28","Larceny/Bicycle","","","*All Leads Exhausted","","1843 Stadium Rd","29.64800035","-82.34668017"
"UFPD","200692","2020-07-29 17:02:00","2020-07-30","Larceny/Bicycle","","","Pending","","2033 Mowry Rd","29.63802975","-82.35161174"
"UFPD","200692","2020-07-29 17:02:00","2020-09-24","Larceny/Bicycle","","","*All Leads Exhausted","","2033 Mowry Rd","29.63802975","-82.35161174"
"UFPD","200679","2020-07-24 12:08:00","2020-07-27","Larceny/Bicycle","","","Pending","UF Health Shands Hospital","1600 SW Archer Rd","29.64012541","-82.34268493"
"UFPD","200672","2020-07-22 15:56:00","2020-07-23","Larceny/Bicycle","","","Pending","Diamond Village","1300 Diamond Rd","29.643756","-82.339471"
"UFPD","200659","2020-07-14 14:09:00","2020-07-15","Larceny/Bicycle","","","Pending","Parking Garage 8 (Norman)","1210 SW 8th Ave","29.645000137931035","-82.33740066"
"UFPD","200659","2020-07-14 14:09:00","2020-08-06","Larceny/Bicycle","","","*Sworn Complaint","Parking Garage 8 (Norman)","1210 SW 8th Ave","29.645000137931035","-82.33740066"
"UFPD","200655","2020-07-10 14:59:00","2020-07-13","Larceny/Bicycle","","","Pending","UF Health Shands Hospital","1600 SW Archer Rd","29.64012541","-82.34268493"
"UFPD","200655","2020-07-10 14:59:00","2020-07-15","Larceny/Bicycle","","","*All Leads Exhausted","UF Health Shands Hospital","1600 SW Archer Rd","29.64012541","-82.34268493"
"UFPD","200618","2020-06-23 19:24:00","2020-06-24","Larceny/Bicycle","","","Pending","UF Police Department","1555 Museum Rd","29.6449293","-82.3605154"
"UFPD","200617","2020-06-23 17:31:00","2020-06-24","Larceny/Bicycle","","","Pending","","587 Corry Cir","29.647172400000002","-82.36201565"
"UFPD","200617","2020-06-23 17:31:00","2020-07-01","Larceny/Bicycle","","","*All Leads Exhausted","","587 Corry Cir","29.647172400000002","-82.36201565"
"UFPD","200547","2020-05-24 17:50:00","2020-05-26","Larceny/Bicycle","","","Pending","","1310 Museum Rd","29.645972049999997","-82.33975907"
"UFPD","200547","2020-05-24 17:50:00","2020-06-04","Larceny/Bicycle","","","*All Leads Exhausted","","1310 Museum Rd","29.645972049999997","-82.33975907"
"UFPD","200538","2020-05-20 12:28:00","2020-05-21","Larceny/Bicycle","","","Complaint Withdrawal","","528 Gale Lemerand Dr","29.64731295","-82.35021458"
"UFPD","200517","2020-05-12 17:55:00","2020-05-13","Larceny/Bicycle","","","Pending","","1200 Newell Dr","29.642834","-82.343586"
"UFPD","200517","2020-05-12 17:55:00","2020-06-08","Larceny/Bicycle","","","*All Leads Exhausted","","1200 Newell Dr","29.642834","-82.343586"
"UFPD","200511","2020-05-09 14:17:00","2020-05-11","Larceny/Bicycle","","","Pending","","1316 Museum Rd","29.64656865","-82.33976288"
"UFPD","200511","2020-05-09 14:17:00","2020-05-20","Larceny/Bicycle","","","*Sworn Complaint","","1316 Museum Rd","29.64656865","-82.33976288"
"UFPD","200483","2020-04-27 14:01:00","2020-04-28","Larceny/Bicycle","","","Pending","","226 Gale Lemerand Dr","29.6367136","-82.3501876"
"UFPD","200483","2020-04-27 14:01:00","2020-04-29","Larceny/Bicycle","","","*All Leads Exhausted","","226 Gale Lemerand Dr","29.6367136","-82.3501876"
"UFPD","200482","2020-04-27 10:01:00","2020-04-28","Larceny/Bicycle","","","Pending","","2080 Museum Rd","29.6454476","-82.351491"
"UFPD","200482","2020-04-27 10:01:00","2020-04-29","Larceny/Bicycle","","","*All Leads Exhausted","","2080 Museum Rd","29.6454476","-82.351491"
"UFPD","200473","2020-04-19 18:06:00","2020-04-20","Larceny/Bicycle","","","Pending","UF Police Department","1515 Museum Rd","29.6444026","-82.34221034"
"UFPD","200473","2020-04-19 18:06:00","2020-04-23","Larceny/Bicycle","","","*All Leads Exhausted","UF Police Department","1515 Museum Rd","29.6444026","-82.34221034"
"UFPD","200468","2020-04-16 21:11:00","2020-04-17","Larceny/Bicycle","","","Pending","","1310 Museum Rd","29.645972049999997","-82.33975907"
"UFPD","200468","2020-04-16 21:11:00","2020-04-28","Larceny/Bicycle","","","*All Leads Exhausted","","1310 Museum Rd","29.645972049999997","-82.33975907"
"UFPD","200459","2020-04-13 08:45:00","2020-04-14","Larceny/Bicycle","","","Sworn Complaint","","1645 W University Ave","29.6514514","-82.34441425"
"UFPD","200451","2020-04-08 12:40:00","2020-04-09","Larceny/Bicycle","","","Pending","","2060 Stadium Rd","29.64822564334742","-82.35392922"
"UFPD","200451","2020-04-08 12:40:00","2020-04-13","Larceny/Bicycle","","","*Sworn Complaint","","2060 Stadium Rd.","29.64822564334742","-82.35392922"
"UFPD","200449","2020-04-07 16:23:00","2020-04-08","Larceny/Bicycle","","","Pending","","132 Buckman Dr.","29.6507943","-82.3450037"
"UFPD","200437","2020-04-02 14:40:00","2020-04-03","Larceny/Bicycle","","","Pending","","2063 Stadium Rd","29.647926","-82.35068431"
"UFPD","200437","2020-04-02 14:40:00","2020-05-13","Larceny/Bicycle","","","*All Leads Exhausted","","2063 Stadium Rd","29.647926","-82.35068431"
"UFPD","200433","2020-04-01 14:40:00","2020-04-02","Larceny/Bicycle","","","Sworn Complaint","","500 SW 13th St","29.6502001","-82.3393258"
"UFPD","200420","2020-03-25 15:17:00","2020-03-26","Larceny/Bicycle","","","Pending","Turlington Hall","330 Newell Dr","29.6487507","-82.3445327"
"UFPD","200420","2020-03-25 15:17:00","2020-05-01","Larceny/Bicycle","","","*All Leads Exhausted","Turlington Hall","330 Newell Dr","29.6487507","-82.3445327"
"UFPD","200410","2020-03-22 13:15:00","2020-03-23","Larceny/Bicycle","","","Pending","","120 Newell Dr","29.642834","-82.343586"
"UFPD","200410","2020-03-22 13:15:00","2020-05-15","Larceny/Bicycle","","","*All Leads Exhausted","","120 Newell Dr","29.642834","-82.343586"
"UFPD","200404","2020-03-19 18:07:00","2020-03-20","Larceny/Bicycle","","","Pending","","1604 McCarty Dr","29.6464581","-82.34442633"
"UFPD","200404","2020-03-19 18:07:00","2020-05-01","Larceny/Bicycle","","","*All Leads Exhausted","","1604 McCarty Dr","29.6464581","-82.34442633"
"UFPD","200388","2020-03-16 11:47:00","2020-03-17","Larceny/Bicycle","","","Pending","Tanglewood Village","2903 SW 13th St","29.62311825","-82.33881991"
"UFPD","200388","2020-03-16 11:47:00","2020-04-30","Larceny/Bicycle","","","*All Leads Exhausted","Tanglewood Village","2903 SW 13th St","29.62311825","-82.33881991"
"UFPD","200380","2020-03-13 21:04:00","2020-03-16","Larceny/Bicycle","","","Pending","","1370 Inner Rd","29.64776095","-82.34045467"
"UFPD","200380","2020-03-13 21:04:00","2020-05-01","Larceny/Bicycle","","","*All Leads Exhausted","","1370 Inner Rd","29.64776095","-82.34045467"
"UFPD","200367","2020-03-11 19:04:00","2020-03-12","Larceny/Bicycle","","","Pending","Diamond Village","1382 Diamond Rd","29.64289025","-82.34077806"
"UFPD","200367","2020-03-11 19:04:00","2020-05-04","Larceny/Bicycle","","","*All Leads Exhausted","Diamond Village","1382 Diamond Rd","29.64289025","-82.34077806"
"UFPD","200340","2020-03-03 20:05:00","2020-03-04","Larceny/Bicycle","","","Pending","","2055 Mowry Rd","29.6372414","-82.35186588"
"UFPD","200340","2020-03-03 20:05:00","2020-03-16","Larceny/Bicycle","","","*Sworn Complaint","","2055 Mowry Rd","29.6372414","-82.35186588"
"UFPD","200323","2020-02-27 15:12:00","2020-02-28","Larceny/Bicycle","","","Pending","","1659 Museum Rd","29.6439385","-82.3438152"
"UFPD","200323","2020-02-27 15:12:00","2020-03-19","Larceny/Bicycle","","","*Sworn Complaint","","1659 Museum Rd","29.6439385","-82.3438152"
"UFPD","200319","2020-02-26 15:04:00","2020-02-27","Larceny/Bicycle","","","Pending","","2151 W University Ave","29.6516442","-82.35398264"
"UFPD","200319","2020-02-26 15:04:00","2020-03-16","Larceny/Bicycle","","","*Referred To Other Agency","","2151 W University Ave","29.6516442","-82.35398264"
"UFPD","200282","2020-02-20 11:49:00","2020-02-21","Larceny/Bicycle","","","Pending","","226 Gale Lemerand Dr","29.6367136","-82.3501876"
"UFPD","200267","2020-02-17 17:55:00","2020-02-18","Larceny/Bicycle","","","Pending","","3200 Radio Rd","29.6422491","-82.3644772"
"UFPD","200267","2020-02-17 17:55:00","2020-02-24","Larceny/Bicycle","","","*All Leads Exhausted","","3200 Radio Rd","29.6422491","-82.3644772"
"UFPD","200263","2020-02-17 10:52:00","2020-02-18","Larceny/Bicycle","","","Pending","Broward Hall","680 Broward Dr","29.64654835","-82.34208197"
"UFPD","200260","2020-02-16 16:53:00","2020-02-18","Larceny/Bicycle","","","Pending","Hume West Residence","2165 Museum Rd","29.644519000000003","-82.35348531"
"UFPD","200250","2020-02-15 14:53:00","2020-02-17","Larceny/Bicycle","","","Pending","","1310 Museum Rd","29.645972049999997","-82.33975907"
"UFPD","200243","2020-02-13 15:09:00","2020-02-14","Larceny/Bicycle","","","Pending","Zeta Beta Tau","667 Fraternity Dr","29.646375556101454","-82.35786717"
"UFPD","200238","2020-02-12 18:25:00","2020-02-13","Larceny/Bicycle","","","Pending","","1367 Inner Rd","29.64680685","-82.34029109"
"UFPD","200230","2020-02-10 18:51:00","2020-02-11","Larceny/Bicycle","","","Pending","","132 Buckman Dr","29.6507943","-82.3450037"
"UFPD","200230","2020-02-10 18:51:00","2020-02-18","Larceny/Bicycle","","","*All Leads Exhausted","","132 Buckman Dr","29.6507943","-82.3450037"
"UFPD","200219","2020-02-08 11:26:00","2020-02-10","Larceny/Bicycle","","","Pending","UF Police Department","1555 Museum Rd","29.6449293","-82.3605154"
"UFPD","200216","2020-02-07 21:29:00","2020-02-10","Larceny/Bicycle","","","Pending","Computer Science and Engineering","432 Newell Dr","29.6482998","-82.34435031"
"UFPD","200216","2020-02-07 21:29:00","2020-02-24","Larceny/Bicycle","","","*All Leads Exhausted","Computer Science and Engineering","432 Newell Dr","29.6482998","-82.34435031"
"UFPD","200212","2020-02-07 12:34:00","2020-02-10","Larceny/Bicycle","","","Pending","","2087 Stadium Rd","29.64796015","-82.35146394"
"UFPD","200205","2020-02-06 15:27:00","2020-02-07","Larceny/Bicycle","","","Pending","Diamond Village","1444 Diamond Rd","29.64253355","-82.34116075"
"UFPD","200190","2020-02-04 11:58:00","2020-02-05","Larceny/Bicycle","","","Unfounded","","1367 Inner Rd","29.64680685","-82.34029109"
"UFPD","200162","2020-01-30 17:40:00","2020-01-31","Larceny/Bicycle","","","Pending","","1745 McCarty Dr","29.6454145","-82.3457288"
"UFPD","200159","2020-01-30 14:11:00","2020-01-31","Larceny/Bicycle","","","Pending","","1454 Union Rd","29.650977349999998","-82.34124705"
"UFPD","200159","2020-01-30 14:11:00","2020-01-31","Larceny/Bicycle","","","*All Leads Exhausted","","1454 Union Rd","29.650977349999998","-82.34124705"
"UFPD","200148","2020-01-28 18:21:00","2020-01-29","Larceny/Bicycle","","","Pending","","1221 NW 5th Ave","29.65563481632653","-82.33736649"
"UFPD","200148","2020-01-28 18:21:00","2020-02-05","Larceny/Bicycle","","","*All Leads Exhausted","","1221 NW 5th Ave","29.65563481632653","-82.33736649"
"UFPD","200139","2020-01-26 12:40:00","2020-01-27","Larceny/Bicycle","","","Pending","","2191 Stadium Rd","29.6477298","-82.35338204"
"UFPD","200124","2020-01-24 15:09:00","2020-01-27","Larceny/Bicycle","","","Pending","","528 Gale Lemerand Dr","29.64731295","-82.35021458"
"UFPD","200124","2020-01-24 15:09:00","2020-02-17","Larceny/Bicycle","","","*Unfounded","","528 Gale Lemerand Dr","29.64731295","-82.35021458"
"UFPD","200100","2020-01-19 17:17:00","2020-01-21","Larceny/Bicycle","","","Pending","Maguire Village","1563 Blue Circle","29.63803925","-82.37119024"
"UFPD","200086","2020-01-16 12:51:00","2020-01-17","Larceny/Bicycle","","","Pending","","1387 Museum Rd","29.64437545","-82.3405974"
"UFPD","200071","2020-01-13 21:51:00","2020-01-16","Larceny/Bicycle","","","Complaint Withdrawal","","1545 W University Avenue","29.651342800000002","-82.34290995"
"UFPD","200069","2020-01-13 16:58:00","2020-01-16","Larceny/Bicycle","","","Pending","","1500 Union Road","29.65010145","-82.34202006"
"UFPD","200067","2020-01-13 16:17:00","2020-01-16","Larceny/Bicycle","","","Pending","","1600 SW Archer Road","29.64012541","-82.34268493"
"UFPD","200044","2020-01-08 20:43:00","2020-01-09","Larceny/Bicycle","","","Pending","Broward Hall","680 Broward Dr.","29.64654835","-82.34208197"
"UFPD","200028","2020-01-07 15:28:00","2020-01-08","Larceny/Bicycle","","","Pending","","1692 McCarty Dr.","29.6469413","-82.34558934"
"UFPD","200026","2020-01-07 14:23:00","2020-01-08","Larceny/Bicycle","","","Pending","","1064 Center Dr.","29.642286849999998","-82.34718718"
"UFPD","200016","2020-01-06 14:34:00","2020-01-07","Larceny/Bicycle","","","Pending","Broward Hall","680 Broward Dr.","29.64654835","-82.34208197"
"UFPD","200013","2020-01-05 20:18:00","2020-01-06","Larceny/Bicycle","","","Pending","","2063 Stadium Rd.","29.647926","-82.35068431"
"UFPD","200011","2020-01-05 16:16:00","2020-01-06","Larceny/Bicycle","","","Pending","","1367 Inner Rd.","29.64680685","-82.34029109"
"UFPD","200011","2020-01-05 16:16:00","2020-02-13","Larceny/Bicycle","","","*Sworn Complaint","","1367 Inner Rd","29.64680685","-82.34029109"
"UFPD","200010","2020-01-05 09:00:00","2020-01-06","Larceny/Bicycle","","","Pending","","1765 Stadium Rd.","29.64816575","-82.34549822"
"UFPD","200008","2020-01-04 17:17:00","2020-01-06","Larceny/Bicycle","","","Pending","","298 Maguire Village","29.64092415","-82.37045109"
"UFPD","200008","2020-01-04 17:17:00","2020-02-17","Larceny/Bicycle","","","*All Leads Exhausted","","298 Maguire Village","29.64092415","-82.37045109"
"UFPD","200005","2020-01-03 17:19:00","2020-01-06","Larceny/Bicycle","","","Pending","","3150 Hull Rd.","29.63842305","-82.36832487"
"UFPD","200001","2020-01-02 09:49:00","2020-01-03","Larceny/Bicycle","","","Pending","","1454 Union Rd.","29.650977349999998","-82.34124705"
"UFPD","191754","2019-12-13 13:38:00","2019-12-16","Larceny/Bicycle","","","Pending","UF College of Dentistry","1395 Center Dr.","29.6381661","-82.3459922"
"UFPD","191754","2019-12-13 13:38:00","2020-01-08","Larceny/Bicycle","","","*All Leads Exhausted","UF College of Dentistry","1395 Center Dr.","29.6381661","-82.3459922"
"UFPD","191753","2019-12-13 12:20:00","2019-12-16","Larceny/Bicycle","","","Pending","UF College of Dentistry","1395 Center Dr.","29.6381661","-82.3459922"
"UFPD","191753","2019-12-13 12:20:00","2020-01-08","Larceny/Bicycle","","","*All Leads Exhausted","UF College of Dentistry","1395 Center Dr.","29.6381661","-82.3459922"
"UFPD","191751","2019-12-12 17:17:00","2019-12-13","Larceny/Bicycle","","","Pending","Broward Hall","680 Broward Dr.","29.64654835","-82.34208197"
"UFPD","191751","2019-12-12 17:17:00","2020-01-24","Larceny/Bicycle","","","*All Leads Exhausted","Broward Hall","680 Broward Dr.","29.64654835","-82.34208197"
"UFPD","191734","2019-12-09 17:26:00","2019-12-10","Larceny/Bicycle","","","Pending","Tanglewood Village","2901 SW 13th St.","29.623834799999997","-82.33875487"
"UFPD","191734","2019-12-09 17:26:00","2020-01-07","Larceny/Bicycle","","","*All Leads Exhausted","Tanglewood Village","2901 SW 13th St.","29.623834799999997","-82.33875487"
"UFPD","191729","2019-12-07 17:58:00","2019-12-09","Larceny/Bicycle","","","Pending","Hume West Residence","2165 Museum Rd.","29.644519000000003","-82.35348531"
"UFPD","191729","2019-12-07 17:58:00","2020-01-13","Larceny/Bicycle","","","*All Leads Exhausted","Hume West Residence","2165 Museum Rd.","29.644519000000003","-82.35348531"
